domain,agency,status,redirect,xml,items,pdfs,completion
osmre.gov,"Department of the Interior",200,"https://www.osmre.gov/sitemap.xml",true,155,0,0.782051282051282
onhir.gov,"Department of the Interior",500,"undefined",false,0,0,0
nifc.gov,"Department of the Interior",200,"https://www.nifc.gov/sitemap.xml",true,313,0,0.9477911646586346
complaintreferralexpress.gov,"Department of the Treasury",500,"undefined",false,0,0,0
nps.gov,"Department of the Interior",200,"https://www.nps.gov/sitemap.xml",true,187568,0,0.9818181818181818
nfpors.gov,"Department of the Interior",500,"undefined",false,0,0,0
nbc.gov,"Department of the Interior",500,"undefined",false,0,0,0
nationalmap.gov,"Department of the Interior",500,"undefined",false,0,0,0
mrlc.gov,"Department of the Interior",404,"https://www.mrlc.gov/sitemap.xml",false,0,0,0
mms.gov,"Department of the Interior",500,"undefined",false,0,0,0
usgs.gov,"Department of the Interior",200,"https://www.usgs.gov/sitemap.xml",true,40000,0,0.18181818181818177
mitigationcommission.gov,"Department of the Interior",404,"https://mitigationcommission.gov/sitemap.xml",false,0,0,0
mtbs.gov,"Department of the Interior",404,"https://mtbs.gov/sitemap.xml",false,0,0,0
lca.gov,"Department of the Interior",500,"undefined",false,0,0,0
lmvsci.gov,"Department of the Interior",500,"undefined",false,0,0,0
lcrmscp.gov,"Department of the Interior",200,"https://lcrmscp.gov/sitemap.xml",false,0,0,1
landfire.gov,"Department of the Interior",404,"https://landfire.gov/sitemap.xml",false,0,0,0
lacoast.gov,"Department of the Interior",200,"https://lacoast.gov/new/default.aspx",false,0,2,0
nemi.gov,"Department of the Interior",200,"https://www.nemi.gov/sitemap.xml",true,1309,0,0.33333333333333337
landimaging.gov,"Department of the Interior",500,"undefined",false,0,0,0
piedrasblancas.gov,"Department of the Interior",500,"undefined",false,0,0,0
indianaffairs.gov,"Department of the Interior",200,"https://www.bia.gov/sitemap.xml",true,2387,0,0.8085106382978724
iat.gov,"Department of the Interior",200,"https://www.iat.gov/sitemap.xml",false,0,0,0
geoplatform.gov,"Department of the Interior",200,"https://geoplatform.gov/sitemap.xml",false,0,0,1
jem.gov,"Department of the Interior",404,"https://jem.gov/sitemap.xml",false,0,0,0
fws.gov,"Department of the Interior",200,"https://www.fws.gov/sitemap.xml",true,2330,3,0.7692307692307692
gcmrc.gov,"Department of the Interior",404,"https://www.gcmrc.gov/sitemap.xml",false,0,0,0
firenet.gov,"Department of the Interior",404,"https://www.firenet.gov/sitemap.xml",false,0,0,0
firescience.gov,"Department of the Interior",500,"undefined",false,0,0,0
ficor.gov,"Department of the Interior",404,"https://ficor.gov/sitemap.xml",false,0,0,0
fgdc.gov,"Department of the Interior",404,"https://www.fgdc.gov/sitemap.xml",false,0,0,0
fcg.gov,"Department of the Interior",500,"undefined",false,0,0,0
everykidoutdoors.gov,"Department of the Interior",404,"https://everykidoutdoors.gov/sitemap.xml",false,0,0,0
evergladesrestoration.gov,"Department of the Interior",200,"https://www.evergladesrestoration.gov/sitemap.xml",true,520,0,0.8484848484848485
invasivespecies.gov,"Department of the Interior",500,"https://www.invasivespecies.gov/sitemap.xml",false,0,0,0
earthquake.gov,"Department of the Interior",503,"undefined",false,0,0,0
interior.gov,"Department of the Interior",500,"https://www.interior.gov/sitemap.xml",false,0,0,0
doioig.gov,"Department of the Interior",200,"https://www.doioig.gov/sitemap.xml",true,3248,0,0.5609756097560976
fireleadership.gov,"Department of the Interior",500,"undefined",false,0,0,0
doi.gov,"Department of the Interior",200,"https://www.doi.gov/sitemap.xml",true,307,0,0.6
criticalminerals.gov,"Department of the Interior",200,"https://www.criticalminerals.gov/sitemap.xml",true,39,0,1
coralreef.gov,"Department of the Interior",500,"undefined",false,0,0,0
conservation.gov,"Department of the Interior",200,"https://www.conservation.gov/sitemap.xml",true,91,0,1
bor.gov,"Department of the Interior",500,"undefined",false,0,0,0
boemre.gov,"Department of the Interior",500,"undefined",false,0,0,0
cupcao.gov,"Department of the Interior",500,"undefined",false,0,0,0
bsee.gov,"Department of the Interior",200,"https://www.bsee.gov/sitemap.xml",true,5713,1,0.9166666666666666
boem.gov,"Department of the Interior",200,"https://www.boem.gov/sitemap.xml",true,3284,0,0.9777777777777777
anstaskforce.gov,"Department of the Interior",200,"https://www.fws.gov/program/aquatic-nuisance-species-task-force",false,0,0,0
bia.gov,"Department of the Interior",200,"https://www.bia.gov/sitemap.xml",true,2387,0,0.8085106382978724
blm.gov,"Department of the Interior",200,"https://www.blm.gov/sitemap.xml",true,18000,2,0.2222222222222222
vets.gov,"Department of Veterans Affairs",200,"https://www.va.gov/sitemap_index.xml",true,25544,0,1
va.gov,"Department of Veterans Affairs",200,"https://www.va.gov/sitemap_index.xml",true,25544,0,1
reach.gov,"Department of Veterans Affairs",404,"https://www.reach.gov/sitemap.xml",false,0,0,1
ehr.gov,"Department of Veterans Affairs",500,"undefined",false,0,0,0
acwi.gov,"Department of the Interior",404,"https://www.acwi.gov/sitemap.xml",false,0,0,1
trafficsafetymarketing.gov,"Department of Transportation",200,"https://www.trafficsafetymarketing.gov/sitemap.xml",true,107,0,0.962962962962963
transportation.gov,"Department of Transportation",200,"https://www.transportation.gov/sitemap.xml",true,21067,2,0.9285714285714286
safertruck.gov,"Department of Transportation",200,"https://www.nhtsa.gov/safertruck?redirect-safertruck-sitewide",false,0,0,0
safercar.gov,"Department of Transportation",200,"https://www.nhtsa.gov/campaign/safercargov?redirect-safercar-sitewide",false,0,0,0
safeocs.gov,"Department of Transportation",404,"https://safeocs.gov/sitemap.xml",false,0,0,0
safecar.gov,"Department of Transportation",500,"undefined",false,0,0,0
protectyourmove.gov,"Department of Transportation",200,"https://www.fmcsa.dot.gov/protect-your-move",false,0,2,0
nhtsa.gov,"Department of Transportation",200,"https://www.nhtsa.gov/sitemap.xml",true,945,0,0.9827586206896551
jccbi.gov,"Department of Transportation",500,"undefined",false,0,0,0
flyhealthy.gov,"Department of Transportation",500,"undefined",false,0,0,0
flightrights.gov,"Department of Transportation",200,"https://www.transportation.gov/airconsumer/airline-customer-service-dashboard",false,0,8,0
sharetheroadsafely.gov,"Department of Transportation",200,"https://www.fmcsa.dot.gov/ourroads",false,0,1,0
btfa.gov,"Department of the Interior",500,"https://www.btfa.gov/sitemap.xml",false,0,0,0
faa.gov,"Department of Transportation",200,"https://www.faa.gov/sitemap.xml",true,22500,3341,0.23611111111111116
faasafety.gov,"Department of Transportation",404,"https://www.faasafety.gov/sitemap.xml",false,0,0,0
vaoig.gov,"Department of Veterans Affairs",200,"https://vaoig.gov/sitemap.xml",true,0,0,0
esc.gov,"Department of Transportation",404,"https://www.esc.gov/sitemap.xml",false,0,0,0
distraction.gov,"Department of Transportation",500,"undefined",false,0,0,0
distracteddriving.gov,"Department of Transportation",500,"undefined",false,0,0,0
ems.gov,"Department of Transportation",200,"https://www.ems.gov/sitemap.xml",true,199,0,0.9428571428571428
911.gov,"Department of Transportation",200,"https://www.911.gov/sitemap.xml",true,285,0,1
dot.gov,"Department of Transportation",200,"https://www.transportation.gov/sitemap.xml",true,21067,2,0.9285714285714286
bts.gov,"Department of Transportation",200,"https://www.bts.gov/sitemap.xml",true,22493,0,0.16666666666666663
usdoscloud.gov,"Department of State",500,"undefined",false,0,0,0
usconsulate.gov,"Department of State",200,"https://www.usconsulate.gov/sitemap.xml",false,0,0,1
dotideahub.gov,"Department of Transportation",500,"undefined",false,0,0,0
usaseanconnect.gov,"Department of State",500,"undefined",false,0,0,0
supportfan.gov,"Department of State",500,"undefined",false,0,0,0
stateoig.gov,"Department of State",403,"https://www.stateoig.gov/sitemap.xml",false,0,0,0
securitytestfan.gov,"Department of State",500,"undefined",false,0,0,0
preprodfan.gov,"Department of State",500,"undefined",false,0,0,0
state.gov,"Department of State",200,"https://www.state.gov/sitemap.xml",false,0,0,1
pepfar.gov,"Department of State",200,"https://www.state.gov/pepfar/",false,0,0,1
osac.gov,"Department of State",403,"undefined",false,0,0,0
usmission.gov,"Department of State",200,"https://www.usmission.gov/sitemap.xml",false,0,0,1
usembassy.gov,"Department of State",200,"https://www.usembassy.gov/sitemap.xml",false,0,0,1
iawg.gov,"Department of State",403,"https://iawg.gov/sitemap.xml",false,0,0,0
devtestfan1.gov,"Department of State",500,"undefined",false,0,0,0
fan.gov,"Department of State",404,"https://fan.gov/sitemap.xml",false,0,0,0
fsgb.gov,"Department of State",200,"https://www.fsgb.gov/auth_redirect.do?sysparm_stack=no&sysparm_url=https%3A%2F%2Fstate.okta.com%2Fapp%2Fservicenow_ud%2Fexk31azhbf6t7WV6u297%2Fsso%2Fsaml%3FSAMLRequest%3DnZNbj9owEIX%252FSuR3ciNcYhEkCqqKtN0iSLdSXyrHmYC1iZ16HEL76%252BsEFnjooqpvkX08c%252BY7kxmyqgxrumjMQW7hZwNonFNVSqTnm4Q0WlLFUCCVrAKkhtPd4vMTDV2f1loZxVVJnAUiaCOUXCqJTQV6B%252FooOHzdPiXkYEyN1PPatnUL3GfuXh09yY4124ObK%252BKsbFshWff%252BpkbDDLjq1TCXq8pjde3huahU7Y8m9%252BD0OgzY70NWjM3k28u4CeOJh6i8zjpxPirNoR8sIQUrEYizXiVk97zMhlE8yorMj6M4iELms2kRTaeTmI9YUESFFeKGIYoj3J4iNrCW1pQ0CQn9cDzwx4MwSv2IBiM6jN3RJPhOnM0FyQchcyH3j%252FllZxHST2m6GWy%252B7NK%252BwFHkoJ%252Bt%252Bh%252FQvYDGHputR%252BazPjXam9X3QT72wd7SI%252FMrfRC6svnm7g365Qu7PGbefatL45p2rterjSoF%252F%252BUsylK1Sw02x4QY3UAfSsXM%252B24CN%252BhPRD4oeimFiolykecaEIl3bXRZVsj7hO3WGTgZZ6mqmmmBHRA4MW6uSO5ly9IOvIXivwA9lHHKu9r2uNufVum82wfg1meqmcRaafNG7m%252BO5pfLd%252Ba7Xd%252F%252FsPM%252F%26RelayState%3Dhttps%253A%252F%252Fwww.fsgb.gov%252Fsaml_redirector.do%253Fsysparm_nostack%253Dtrue%2526sysparm_uri%253D%25252Fnav_to.do%25253Furi%25253D%2525252Fsitemap.xml",false,0,0,1
youthrules.gov,"Department of Labor",200,"https://www.dol.gov/agencies/whd/youthrules",false,0,0,0
wrp.gov,"Department of Labor",200,"https://www.dol.gov/agencies/odep/wrp",false,0,0,0
workcenter.gov,"Department of Labor",200,"https://www.workcenter.gov/sitemap_index.xml",true,70,0,1
worker.gov,"Department of Labor",200,"https://www.worker.gov/sitemap_index.xml",true,66,0,0.9090909090909091
veterans.gov,"Department of Labor",200,"https://www.dol.gov/agencies/vets?utm_source=veterans_gov&utm_medium=redirect&utm_campaign=veterans_gov_redirect",false,0,1,0
ibwc.gov,"Department of State",500,"undefined",false,0,0,0
whistleblowers.gov,"Department of Labor",200,"https://www.whistleblowers.gov/sites/default/files/sitemap-1.xml",true,31672,4318,0.2068965517241379
unionreports.gov,"Department of Labor",200,"https://www.dol.gov/agencies/olms/public-disclosure-room#union",false,0,1,0
ui.gov,"Department of Labor",200,"https://www.dol.gov/",false,0,0,0
america.gov,"Department of State",500,"undefined",false,0,0,0
unemployment.gov,"Department of Labor",200,"https://www.unemployment.gov/sitemap.xml",true,13,0,0.7142857142857143
trabajadormigrante.gov,"Department of Labor",200,"https://www.dol.gov/general/trabajadormigrante",false,0,0,0
persuader-reports.gov,"Department of Labor",200,"https://oprs.dol.gov/",false,0,0,1
mshastanddown.gov,"Department of Labor",403,"undefined",false,0,0,0
trainingproviderresults.gov,"Department of Labor",404,"https://www.trainingproviderresults.gov/sitemap.xml",false,0,0,1
labor.gov,"Department of Labor",500,"undefined",false,0,0,0
migrantworker.gov,"Department of Labor",200,"https://www.dol.gov/general/migrantworker",false,0,0,0
osha.gov,"Department of Labor",200,"https://www.osha.gov/sites/default/files/sitemap-1.xml",true,31672,4318,0.5588235294117647
govloans.gov,"Department of Labor",200,"https://www.usa.gov/government-loan?utm_source=usa_benefits-gov&utm_medium=redirect&utm_campaign=redirect_govloans-gov",false,0,0,0
jobcorps.gov,"Department of Labor",404,"https://www.jobcorps.gov/sitemap.xml",false,0,0,0
goodjobs.gov,"Department of Labor",403,"undefined",false,0,0,0
hirevets.gov,"Department of Labor",404,"https://www.hirevets.gov/sitemap.xml",false,0,0,0
msha.gov,"Department of Labor",200,"https://www.msha.gov/sitemap.xml",true,18000,0,0.0786516853932584
dol-esa.gov,"Department of Labor",500,"undefined",false,0,0,0
doleta.gov,"Department of Labor",200,"https://www.dol.gov/agencies/eta",false,0,1,0
benefits.gov,"Department of Labor",200,"https://www.usa.gov/benefit-finder?utm_source=usa_benefits-gov&utm_medium=redirect&utm_campaign=redirect_benefits-gov&modal=b-welcome-1899",false,0,0,0
apprenticeships.gov,"Department of Labor",200,"https://www.apprenticeship.gov/sitemap.xml",true,207,0,0.925
employer.gov,"Department of Labor",200,"https://www.employer.gov/sitemap_index.xml",true,727,0,0.9090909090909091
apprenticeship.gov,"Department of Labor",200,"https://www.apprenticeship.gov/sitemap.xml",true,207,0,0.925
bls.gov,"Department of Labor",200,"https://www.bls.gov/sitemap.xml",true,7305,87,0.2777777777777778
usmarshals.gov,"Department of Justice",200,"https://www.usmarshals.gov/sitemap.xml",true,3185,0,0.5454545454545454
userra.gov,"Department of Justice",500,"undefined",false,0,0,0
vehiclehistory.gov,"Department of Justice",404,"https://vehiclehistory.bja.ojp.gov/redirect-legacy/sitemap.xml",false,0,0,0
vcf.gov,"Department of Justice",200,"https://www.vcf.gov/sitemap.xml",true,1322,484,0.7105263157894737
ucrdatatool.gov,"Department of Justice",500,"undefined",false,0,0,0
usdoj.gov,"Department of Justice",200,"https://www.justice.gov/",false,0,0,0
unicor.gov,"Department of Justice",403,"undefined",false,0,0,0
tribaljusticeandsafety.gov,"Department of Justice",200,"https://www.justice.gov/tribal",false,0,0,0
dol.gov,"Department of Labor",200,"https://www.dol.gov/sitemap.xml",true,18000,0,0.5833333333333333
seized.gov,"Department of Justice",500,"undefined",false,0,0,0
scra.gov,"Department of Justice",500,"undefined",false,0,0,0
servicemembers.gov,"Department of Justice",200,"https://www.justice.gov/servicemembers",false,0,0,0
reentry.gov,"Department of Justice",500,"undefined",false,0,0,0
smart.gov,"Department of Justice",404,"https://smart.ojp.gov/redirect-legacy/sitemap.xml",false,0,0,0
rcfl.gov,"Department of Justice",200,"https://www.rcfl.gov/sitemap.xml.gz",false,0,0,0
tsc.gov,"Department of Justice",500,"undefined",false,0,0,0
projectsafeneighborhoods.gov,"Department of Justice",200,"https://www.justice.gov/psn",false,0,1,0
projectsafechildhood.gov,"Department of Justice",200,"https://www.justice.gov/psc",false,0,0,0
psob.gov,"Department of Justice",404,"https://psob.bja.ojp.gov/sitemap.xml",false,0,0,0
ovcttac.gov,"Department of Justice",200,"https://www.ovcttac.gov/sitemap.xml",true,27,0,0.7727272727272727
ovc.gov,"Department of Justice",404,"https://ovc.ojp.gov/redirect-legacy/sitemap.xml",false,0,0,0
nvtc.gov,"Department of Justice",404,"undefined",false,0,0,0
nsopr.gov,"Department of Justice",500,"undefined",false,0,0,0
nmvtis.gov,"Department of Justice",500,"undefined",false,0,0,0
ojjdp.gov,"Department of Justice",404,"https://ojjdp.ojp.gov/redirect-legacy/sitemap.xml",false,0,0,0
nij.gov,"Department of Justice",404,"https://nij.ojp.gov/redirect-legacy/sitemap.xml",false,0,0,0
nicsezcheckfbi.gov,"Department of Justice",404,"https://nicsezcheckfbi.gov/sitemap.xml",false,0,0,0
nicic.gov,"Department of Justice",200,"https://nicic.gov/sitemap.xml",true,3949,0,0.6481481481481481
ncirc.gov,"Department of Justice",200,"https://ncirc.bja.ojp.gov/",false,0,16,0
nationalgangcenter.gov,"Department of Justice",500,"undefined",false,0,0,0
ncjrs.gov,"Department of Justice",404,"https://www.ncjrs.gov/sitemap.xml",false,0,0,0
medalofvalor.gov,"Department of Justice",500,"undefined",false,0,0,0
malwareinvestigator.gov,"Department of Justice",500,"undefined",false,0,0,0
lep.gov,"Department of Justice",200,"https://www.justice.gov/crt/limited-english-proficiency",false,0,0,0
nsopw.gov,"Department of Justice",200,"https://nsopw.gov/sitemap.xml",true,44,0,0.9473684210526316
learndoj.gov,"Department of Justice",200,"https://www.justice.gov/jmd/learndoj",false,0,1,0
namus.gov,"Department of Justice",200,"https://www.namus.gov/PageNotFound?aspxerrorpath=/sitemap.xml",false,0,2,0
juvenilecouncil.gov,"Department of Justice",500,"undefined",false,0,0,0
learnatf.gov,"Department of Justice",404,"https://learnatf.gov/sitemap.xml",false,0,0,0
justthinktwice.gov,"Department of Justice",404,"https://www.justthinktwice.gov/sitemap.xml",false,0,0,0
jcode.gov,"Department of Justice",500,"undefined",false,0,0,0
iprcenter.gov,"Department of Justice",200,"https://www.iprcenter.gov/sitemap.xml.gz",false,0,0,0
justice.gov,"Department of Justice",200,"https://www.justice.gov/sitemap.xml",true,18000,0,0.017241379310344862
interpol.gov,"Department of Justice",200,"https://www.justice.gov/archives/interpol-washington?bm-verify=aaqaaaan_____0d_n2fgj1l2dwa2qyqiq1j9famggzswdtalowcodlymprjfgk7vo6cwsgxfkm3ybuxmpdtuddantg_nng5abq6qdktjrbinl9svnwrlguswj32uztxuq5l-h7tljz07ghosuyrj8nswb8qnygdgkz56dpzqiznojwseaez1qon14qgvv7u9tf6izsjnqtzrzomvslqxle1m6y6hmrokp-t_hiktbuwgdzenqbt47jb7tifmfor7ezb7w-y_dpahqhbfciqfylxh2spcgg19gsieud0xlc4",false,0,0,0
getsmartaboutdrugs.gov,"Department of Justice",404,"https://www.getsmartaboutdrugs.gov/sitemap.xml",false,0,0,0
fpi.gov,"Department of Justice",500,"undefined",false,0,0,0
ic3.gov,"Department of Justice",404,"https://www.ic3.gov/sitemap.xml",false,0,0,0
foia.gov,"Department of Justice",404,"https://www.foia.gov/sitemap.xml",false,0,0,0
firstfreedom.gov,"Department of Justice",500,"undefined",false,0,0,0
leo.gov,"Department of Justice",500,"undefined",false,0,0,0
fbilab.gov,"Department of Justice",500,"undefined",false,0,0,0
fbihr.gov,"Department of Justice",500,"undefined",false,0,0,0
fbijobs.gov,"Department of Justice",403,"https://fbijobs.gov/sitemap.xml",false,0,0,0
